country,date,arrivals,arrivals_male,arrivals_female
KOR,2021-10-01,676,461,215
KOR,2021-11-01,623,386,237
KOR,2021-12-01,1354,851,503
KOR,2022-01-01,1223,709,514
KOR,2022-02-01,891,617,274
KOR,2022-03-01,1011,701,310
KOR,2022-04-01,5588,3664,1924
KOR,2022-05-01,9853,6211,3642
KOR,2022-06-01,12823,7532,5291
KOR,2022-07-01,26499,13805,12694
KOR,2022-08-01,26280,13648,12632
KOR,2022-09-01,20508,11295,9213
KOR,2022-10-01,23658,12908,10750
KOR,2022-11-01,25192,13347,11845
KOR,2022-12-01,34415,17310,17105
KOR,2023-01-01,56710,27158,29552
KOR,2023-02-01,48525,23522,25003
KOR,2023-03-01,35480,17243,18237
KOR,2023-04-01,30684,15642,15042
KOR,2023-05-01,33173,16811,16362
KOR,2023-06-01,23122,12423,10699
KOR,2023-07-01,46068,22699,23369
KOR,2023-08-01,36035,18735,17300
KOR,2023-09-01,26151,14533,11618
KOR,2023-10-01,24952,13932,11020
KOR,2023-11-01,34479,18025,16454
KWT,2020-01-01,1221,616,605
KWT,2020-02-01,195,134,61
KWT,2020-03-01,56,42,14
KWT,2020-04-01,0,0,0
KWT,2020-05-01,0,0,0
KWT,2020-06-01,0,0,0
KWT,2020-07-01,0,0,0
KWT,2020-08-01,1,1,0
KWT,2020-09-01,2,2,0
KWT,2020-10-01,3,3,0
KWT,2020-11-01,0,0,0
KWT,2020-12-01,3,2,1
KWT,2021-01-01,9,6,3
KWT,2021-02-01,5,3,2
KWT,2021-03-01,4,3,1
KWT,2021-04-01,0,0,0
KWT,2021-05-01,1,1,0
KWT,2021-06-01,2,2,0
KWT,2021-07-01,8,3,5
KWT,2021-08-01,10,8,2
KWT,2021-09-01,2,2,0
KWT,2021-10-01,9,4,5
KWT,2021-11-01,2,2,0
KWT,2021-12-01,6,5,1
KWT,2022-01-01,27,19,8
KWT,2022-02-01,19,8,11
KWT,2022-03-01,19,12,7
KWT,2022-04-01,89,48,41
KWT,2022-05-01,191,119,72
KWT,2022-06-01,364,191,173
KWT,2022-07-01,932,485,447
KWT,2022-08-01,1445,719,726
KWT,2022-09-01,471,257,214
KWT,2022-10-01,316,201,115
KWT,2022-11-01,328,214,114
KWT,2022-12-01,459,279,180
KWT,2023-01-01,1275,659,616
KWT,2023-02-01,398,236,162
KWT,2023-03-01,226,148,78
KWT,2023-04-01,343,191,152
KWT,2023-05-01,411,258,153
KWT,2023-06-01,1448,720,728
KWT,2023-07-01,2735,1430,1305
KWT,2023-08-01,4043,1968,2075
KWT,2023-09-01,831,442,389
KWT,2023-10-01,425,275,150
KWT,2023-11-01,314,198,116
LAO,2020-01-01,2624,532,2092
LAO,2020-02-01,2863,1053,1810
LAO,2020-03-01,1133,180,953
LAO,2020-04-01,2,0,2
LAO,2020-05-01,4,0,4
LAO,2020-06-01,0,0,0
LAO,2020-07-01,9,0,9
LAO,2020-08-01,1,1,0
LAO,2020-09-01,1,0,1
LAO,2020-10-01,3,3,0
LAO,2020-11-01,3,1,2
LAO,2020-12-01,3,1,2
LAO,2021-01-01,3,1,2
LAO,2021-02-01,1,0,1
LAO,2021-03-01,2,1,1
LAO,2021-04-01,46,42,4
LAO,2021-05-01,74,73,1
LAO,2021-06-01,86,85,1
LAO,2021-07-01,96,95,1
LAO,2021-08-01,202,202,0
LAO,2021-09-01,23,23,0
LAO,2021-10-01,1,0,1
LAO,2021-11-01,1,0,1
LAO,2021-12-01,19,15,4
LAO,2022-01-01,19,13,6
LAO,2022-02-01,42,36,6
LAO,2022-03-01,117,114,3
LAO,2022-04-01,293,251,42
LAO,2022-05-01,443,247,196
LAO,2022-06-01,490,117,373
LAO,2022-07-01,1082,245,837
LAO,2022-08-01,1170,241,929
LAO,2022-09-01,1387,295,1092
LAO,2022-10-01,1515,295,1220
LAO,2022-11-01,1508,266,1242
LAO,2022-12-01,1496,297,1199
LAO,2023-01-01,1803,438,1365
LAO,2023-02-01,2451,1060,1391
LAO,2023-03-01,2138,498,1640
LAO,2023-04-01,2000,437,1563
LAO,2023-05-01,2269,385,1884
LAO,2023-06-01,1610,323,1287
LAO,2023-07-01,1553,382,1171
LAO,2023-08-01,1913,556,1357
LAO,2023-09-01,1965,343,1622
LAO,2023-10-01,2141,388,1753
LAO,2023-11-01,2044,383,1661
LBN,2020-01-01,285,177,108
LBN,2020-02-01,246,181,65
LBN,2020-03-01,88,70,18
LBN,2020-04-01,0,0,0
LBN,2020-05-01,1,1,0
LBN,2020-06-01,0,0,0
LBN,2020-07-01,3,3,0
LBN,2020-08-01,0,0,0
LBN,2020-09-01,5,4,1
LBN,2020-10-01,3,1,2
LBN,2020-11-01,2,2,0
LBN,2020-12-01,6,4,2
LBN,2021-01-01,2,2,0
LBN,2021-02-01,2,1,1
LBN,2021-03-01,4,3,1
LBN,2021-04-01,5,5,0
LBN,2021-05-01,4,1,3
LBN,2021-06-01,4,2,2
LBN,2021-07-01,2,2,0
LBN,2021-08-01,1,1,0
LBN,2021-09-01,7,4,3
LBN,2021-10-01,14,10,4
LBN,2021-11-01,14,9,5
LBN,2021-12-01,14,8,6
LBN,2022-01-01,28,17,11
LBN,2022-02-01,22,15,7
LBN,2022-03-01,24,17,7
LBN,2022-04-01,102,62,40
LBN,2022-05-01,165,110,55
LBN,2022-06-01,137,87,50
LBN,2022-07-01,190,123,67
LBN,2022-08-01,195,129,66
LBN,2022-09-01,215,138,77
LBN,2022-10-01,204,140,64
LBN,2022-11-01,189,135,54
LBN,2022-12-01,263,155,108
LBN,2023-01-01,187,113,74
LBN,2023-02-01,245,153,92
LBN,2023-03-01,224,153,71
LBN,2023-04-01,262,168,94
LBN,2023-05-01,265,188,77
LBN,2023-06-01,251,163,88
LBN,2023-07-01,316,186,130
LBN,2023-08-01,296,171,125
LBN,2023-09-01,338,213,125
LBN,2023-10-01,313,210,103
LBN,2023-11-01,329,213,116
LBR,2020-01-01,15,13,2
LBR,2020-02-01,4,3,1
LBR,2020-03-01,3,3,0
LBR,2020-04-01,0,0,0
LBR,2020-05-01,0,0,0
LBR,2020-06-01,0,0,0
LBR,2020-07-01,1,1,0
LBR,2020-08-01,0,0,0
LBR,2020-09-01,0,0,0
LBR,2020-10-01,0,0,0
LBR,2020-11-01,1,1,0
LBR,2020-12-01,1,1,0
LBR,2021-01-01,0,0,0
LBR,2021-02-01,0,0,0
LBR,2021-03-01,4,3,1
LBR,2021-04-01,4,4,0
LBR,2021-05-01,4,2,2
LBR,2021-06-01,0,0,0
LBR,2021-07-01,1,0,1
LBR,2021-08-01,1,1,0
LBR,2021-09-01,2,2,0
LBR,2021-10-01,2,1,1
LBR,2021-11-01,0,0,0
LBR,2021-12-01,5,5,0
LBR,2022-01-01,3,2,1
LBR,2022-02-01,8,6,2
LBR,2022-03-01,2,2,0
LBR,2022-04-01,0,0,0
LBR,2022-05-01,3,1,2
LBR,2022-06-01,5,5,0
LBR,2022-07-01,6,6,0
LBR,2022-08-01,8,5,3
LBR,2022-09-01,6,5,1
LBR,2022-10-01,25,19,6
LBR,2022-11-01,4,3,1
LBR,2022-12-01,13,12,1
LBR,2023-01-01,14,14,0
LBR,2023-02-01,7,4,3
LBR,2023-03-01,8,7,1
LBR,2023-04-01,7,5,2
LBR,2023-05-01,7,5,2
LBR,2023-06-01,8,6,2
LBR,2023-07-01,4,2,2
LBR,2023-08-01,11,8,3
LBR,2023-09-01,10,10,0
LBR,2023-10-01,12,9,3
LBR,2023-11-01,9,9,0
LBY,2020-01-01,900,657,243
LBY,2020-02-01,690,508,182
LBY,2020-03-01,260,186,74
LBY,2020-04-01,0,0,0
LBY,2020-05-01,0,0,0
LBY,2020-06-01,0,0,0
LBY,2020-07-01,1,1,0
LBY,2020-08-01,1,1,0
LBY,2020-09-01,2,1,1
LBY,2020-10-01,5,5,0
LBY,2020-11-01,1,0,1
LBY,2020-12-01,3,3,0
LBY,2021-01-01,13,11,2
LBY,2021-02-01,8,8,0
LBY,2021-03-01,66,59,7
LBY,2021-04-01,50,36,14
LBY,2021-05-01,35,32,3
LBY,2021-06-01,26,18,8
LBY,2021-07-01,14,13,1
LBY,2021-08-01,28,23,5
LBY,2021-09-01,41,36,5
LBY,2021-10-01,76,56,20
LBY,2021-11-01,58,49,9
LBY,2021-12-01,194,124,70
LBY,2022-01-01,135,92,43
LBY,2022-02-01,148,108,40
LBY,2022-03-01,188,122,66
LBY,2022-04-01,133,84,49
LBY,2022-05-01,240,170,70
LBY,2022-06-01,242,172,70
LBY,2022-07-01,140,93,47
LBY,2022-08-01,268,186,82
LBY,2022-09-01,372,254,118
LBY,2022-10-01,321,219,102
LBY,2022-11-01,259,177,82
LBY,2022-12-01,203,141,62
LBY,2023-01-01,278,211,67
LBY,2023-02-01,279,178,101
LBY,2023-03-01,234,178,56
LBY,2023-04-01,139,110,29
LBY,2023-05-01,366,228,138
LBY,2023-06-01,266,179,87
LBY,2023-07-01,338,246,92
LBY,2023-08-01,576,403,173
LBY,2023-09-01,678,470,208
LBY,2023-10-01,447,321,126
LBY,2023-11-01,407,302,105
LCA,2020-01-01,18,14,4
LCA,2020-02-01,10,9,1
LCA,2020-03-01,5,5,0
LCA,2020-04-01,0,0,0
LCA,2020-05-01,0,0,0
LCA,2020-06-01,0,0,0
LCA,2020-07-01,0,0,0
LCA,2020-08-01,0,0,0
LCA,2020-09-01,0,0,0
LCA,2020-10-01,1,1,0
LCA,2020-11-01,0,0,0
LCA,2020-12-01,0,0,0
LCA,2021-01-01,1,1,0
LCA,2021-02-01,0,0,0
LCA,2021-03-01,0,0,0
LCA,2021-04-01,0,0,0
LCA,2021-05-01,0,0,0
LCA,2021-06-01,0,0,0
LCA,2021-07-01,0,0,0
LCA,2021-08-01,0,0,0
LCA,2021-09-01,0,0,0
LCA,2021-10-01,0,0,0
LCA,2021-11-01,1,1,0
LCA,2021-12-01,1,1,0
LCA,2022-01-01,2,2,0
LCA,2022-02-01,0,0,0
LCA,2022-03-01,1,1,0
LCA,2022-04-01,3,3,0
LCA,2022-05-01,5,5,0
LCA,2022-06-01,5,5,0
LCA,2022-07-01,8,7,1
LCA,2022-08-01,16,8,8
LCA,2022-09-01,13,12,1
LCA,2022-10-01,15,11,4
LCA,2022-11-01,11,10,1
LCA,2022-12-01,18,12,6
LCA,2023-01-01,23,12,11
LCA,2023-02-01,11,8,3
LCA,2023-03-01,16,14,2
LCA,2023-04-01,22,14,8
LCA,2023-05-01,19,17,2
LCA,2023-06-01,13,11,2
LCA,2023-07-01,18,13,5
LCA,2023-08-01,23,19,4
LCA,2023-09-01,26,19,7
LCA,2023-10-01,16,14,2
LCA,2023-11-01,13,12,1
LIE,2020-01-01,14,11,3
LIE,2020-02-01,7,6,1
LIE,2020-03-01,4,1,3
LIE,2020-04-01,0,0,0
LIE,2020-05-01,0,0,0
LIE,2020-06-01,0,0,0
LIE,2020-07-01,0,0,0
LIE,2020-08-01,0,0,0
LIE,2020-09-01,0,0,0
LIE,2020-10-01,0,0,0
LIE,2020-11-01,0,0,0
LIE,2020-12-01,0,0,0
LIE,2021-01-01,0,0,0
LIE,2021-02-01,0,0,0
LIE,2021-03-01,0,0,0
LIE,2021-04-01,1,1,0
LIE,2021-05-01,0,0,0
LIE,2021-06-01,0,0,0
LIE,2021-07-01,0,0,0
LIE,2021-08-01,0,0,0
LIE,2021-09-01,0,0,0
LIE,2021-10-01,1,1,0
LIE,2021-11-01,0,0,0
LIE,2021-12-01,1,1,0
LIE,2022-01-01,0,0,0
LIE,2022-02-01,1,1,0
LIE,2022-03-01,0,0,0
LIE,2022-04-01,1,1,0
LIE,2022-05-01,7,4,3
LIE,2022-06-01,4,2,2
LIE,2022-07-01,4,4,0
LIE,2022-08-01,3,2,1
LIE,2022-09-01,6,6,0
LIE,2022-10-01,6,6,0
LIE,2022-11-01,10,7,3
LIE,2022-12-01,11,7,4
LIE,2023-01-01,6,3,3
LIE,2023-02-01,5,1,4
LIE,2023-03-01,4,3,1
LIE,2023-04-01,5,3,2
LIE,2023-05-01,3,2,1
LIE,2023-06-01,6,3,3
LIE,2023-07-01,20,11,9
LIE,2023-08-01,5,3,2
LIE,2023-09-01,7,7,0
LIE,2023-10-01,17,5,12
LIE,2023-11-01,11,9,2
LKA,2020-01-01,4746,3058,1688
LKA,2020-02-01,3638,2492,1146
LKA,2020-03-01,1798,1190,608
LKA,2020-04-01,5,4,1
LKA,2020-05-01,1,1,0
LKA,2020-06-01,9,6,3
LKA,2020-07-01,11,8,3
LKA,2020-08-01,36,28,8
LKA,2020-09-01,41,21,20
LKA,2020-10-01,25,21,4
LKA,2020-11-01,21,12,9
LKA,2020-12-01,37,32,5
LKA,2021-01-01,48,41,7
LKA,2021-02-01,82,53,29
LKA,2021-03-01,121,64,57
LKA,2021-04-01,121,70,51
LKA,2021-05-01,44,34,10
LKA,2021-06-01,3,2,1
LKA,2021-07-01,8,4,4
LKA,2021-08-01,5,4,1
LKA,2021-09-01,4,4,0
LKA,2021-10-01,63,39,24
LKA,2021-11-01,127,77,50
LKA,2021-12-01,204,119,85
LKA,2022-01-01,440,243,197
LKA,2022-02-01,371,208,163
LKA,2022-03-01,360,209,151
LKA,2022-04-01,1229,740,489
LKA,2022-05-01,2182,1379,803
LKA,2022-06-01,2400,1567,833
LKA,2022-07-01,3033,1926,1107
LKA,2022-08-01,3602,2336,1266
LKA,2022-09-01,3472,2282,1190
LKA,2022-10-01,3993,2690,1303
LKA,2022-11-01,4091,2682,1409
LKA,2022-12-01,4877,2968,1909
LKA,2023-01-01,3910,2485,1425
LKA,2023-02-01,3956,2603,1353
LKA,2023-03-01,4499,3079,1420
LKA,2023-04-01,5312,3283,2029
LKA,2023-05-01,5043,3516,1527
LKA,2023-06-01,4747,3153,1594
LKA,2023-07-01,5922,3815,2107
LKA,2023-08-01,7214,4597,2617
LKA,2023-09-01,7352,4665,2687
LKA,2023-10-01,5554,3585,1969
LKA,2023-11-01,5884,3807,2077
LSO,2020-01-01,6,4,2
LSO,2020-02-01,5,2,3
LSO,2020-03-01,2,2,0
LSO,2020-04-01,0,0,0
LSO,2020-05-01,0,0,0
LSO,2020-06-01,0,0,0
LSO,2020-07-01,0,0,0
LSO,2020-08-01,0,0,0
LSO,2020-09-01,0,0,0
LSO,2020-10-01,0,0,0
LSO,2020-11-01,0,0,0
LSO,2020-12-01,1,1,0
LSO,2021-01-01,0,0,0
LSO,2021-02-01,0,0,0
LSO,2021-03-01,0,0,0
LSO,2021-04-01,0,0,0
LSO,2021-05-01,2,1,1
LSO,2021-06-01,0,0,0
LSO,2021-07-01,0,0,0
LSO,2021-08-01,0,0,0
LSO,2021-09-01,0,0,0
LSO,2021-10-01,0,0,0
LSO,2021-11-01,0,0,0
LSO,2021-12-01,0,0,0
LSO,2022-01-01,0,0,0
LSO,2022-02-01,7,3,4
LSO,2022-03-01,4,1,3
LSO,2022-04-01,5,0,5
LSO,2022-05-01,6,3,3
LSO,2022-06-01,2,1,1
LSO,2022-07-01,8,4,4
LSO,2022-08-01,1,1,0
LSO,2022-09-01,6,3,3
LSO,2022-10-01,1,1,0
LSO,2022-11-01,6,3,3
LSO,2022-12-01,6,3,3
LSO,2023-01-01,5,3,2
LSO,2023-02-01,4,2,2
LSO,2023-03-01,5,2,3
LSO,2023-04-01,7,2,5
LSO,2023-05-01,2,0,2
LSO,2023-06-01,0,0,0
LSO,2023-07-01,9,4,5
LSO,2023-08-01,6,3,3
LSO,2023-09-01,6,4,2
LSO,2023-10-01,11,4,7
LSO,2023-11-01,3,0,3
LTU,2020-01-01,519,262,257
LTU,2020-02-01,620,316,304
LTU,2020-03-01,191,105,86
LTU,2020-04-01,0,0,0
LTU,2020-05-01,3,3,0
LTU,2020-06-01,1,1,0
LTU,2020-07-01,4,4,0
LTU,2020-08-01,8,8,0
LTU,2020-09-01,5,5,0
LTU,2020-10-01,7,4,3
LTU,2020-11-01,3,3,0
LTU,2020-12-01,3,3,0
LTU,2021-01-01,8,7,1
LTU,2021-02-01,3,3,0
LTU,2021-03-01,1,1,0
LTU,2021-04-01,4,2,2
LTU,2021-05-01,9,9,0
LTU,2021-06-01,1,0,1
LTU,2021-07-01,1,1,0
LTU,2021-08-01,5,5,0
LTU,2021-09-01,6,3,3
LTU,2021-10-01,6,4,2
LTU,2021-11-01,3,2,1
LTU,2021-12-01,16,13,3
LTU,2022-01-01,14,8,6
LTU,2022-02-01,13,12,1
LTU,2022-03-01,19,13,6
LTU,2022-04-01,63,33,30
LTU,2022-05-01,100,56,44
LTU,2022-06-01,77,38,39
LTU,2022-07-01,128,66,62
LTU,2022-08-01,171,93,78
LTU,2022-09-01,210,111,99
LTU,2022-10-01,229,124,105
LTU,2022-11-01,287,153,134
LTU,2022-12-01,294,146,148
LTU,2023-01-01,442,218,224
LTU,2023-02-01,736,360,376
LTU,2023-03-01,668,290,378
LTU,2023-04-01,473,220,253
LTU,2023-05-01,302,154,148
LTU,2023-06-01,166,98,68
LTU,2023-07-01,296,139,157
LTU,2023-08-01,272,137,135
LTU,2023-09-01,340,159,181
LTU,2023-10-01,475,246,229
LTU,2023-11-01,703,339,364
LUX,2020-01-01,54,34,20
LUX,2020-02-01,57,33,24
LUX,2020-03-01,33,17,16
LUX,2020-04-01,0,0,0
LUX,2020-05-01,0,0,0
LUX,2020-06-01,0,0,0
LUX,2020-07-01,0,0,0
LUX,2020-08-01,0,0,0
LUX,2020-09-01,1,1,0
LUX,2020-10-01,2,2,0
LUX,2020-11-01,0,0,0
LUX,2020-12-01,0,0,0
LUX,2021-01-01,0,0,0
LUX,2021-02-01,2,1,1
LUX,2021-03-01,0,0,0
LUX,2021-04-01,2,1,1
LUX,2021-05-01,0,0,0
LUX,2021-06-01,0,0,0
LUX,2021-07-01,0,0,0
LUX,2021-08-01,0,0,0
LUX,2021-09-01,1,1,0
LUX,2021-10-01,4,4,0
LUX,2021-11-01,0,0,0
LUX,2021-12-01,1,0,1
LUX,2022-01-01,0,0,0
LUX,2022-02-01,3,2,1
LUX,2022-03-01,1,1,0
LUX,2022-04-01,13,10,3
LUX,2022-05-01,15,14,1
LUX,2022-06-01,19,11,8
LUX,2022-07-01,46,27,19
LUX,2022-08-01,70,37,33
LUX,2022-09-01,44,24,20
LUX,2022-10-01,40,24,16
LUX,2022-11-01,44,21,23
LUX,2022-12-01,50,24,26
LUX,2023-01-01,68,46,22
LUX,2023-02-01,48,33,15
LUX,2023-03-01,71,44,27
LUX,2023-04-01,68,34,34
LUX,2023-05-01,57,36,21
LUX,2023-06-01,42,28,14
LUX,2023-07-01,82,46,36
LUX,2023-08-01,165,96,69
LUX,2023-09-01,41,32,9
LUX,2023-10-01,76,50,26
LUX,2023-11-01,72,53,19
LVA,2020-01-01,437,204,233
LVA,2020-02-01,338,149,189
LVA,2020-03-01,138,69,69
LVA,2020-04-01,0,0,0
LVA,2020-05-01,3,3,0
LVA,2020-06-01,1,1,0
LVA,2020-07-01,7,7,0
LVA,2020-08-01,6,6,0
LVA,2020-09-01,5,5,0
LVA,2020-10-01,4,3,1
LVA,2020-11-01,2,2,0
LVA,2020-12-01,1,1,0
LVA,2021-01-01,1,0,1
LVA,2021-02-01,8,7,1
LVA,2021-03-01,12,11,1
LVA,2021-04-01,2,2,0
LVA,2021-05-01,3,3,0
LVA,2021-06-01,2,2,0
LVA,2021-07-01,0,0,0
LVA,2021-08-01,6,5,1
LVA,2021-09-01,4,2,2
LVA,2021-10-01,1,1,0
LVA,2021-11-01,2,2,0
LVA,2021-12-01,7,5,2
LVA,2022-01-01,4,4,0
LVA,2022-02-01,6,5,1
LVA,2022-03-01,3,2,1
LVA,2022-04-01,32,15,17
LVA,2022-05-01,39,22,17
LVA,2022-06-01,32,14,18
LVA,2022-07-01,46,17,29
LVA,2022-08-01,112,67,45
LVA,2022-09-01,72,40,32
LVA,2022-10-01,212,90,122
LVA,2022-11-01,131,67,64
LVA,2022-12-01,167,90,77
LVA,2023-01-01,286,141,145
LVA,2023-02-01,316,135,181
LVA,2023-03-01,485,214,271
LVA,2023-04-01,224,126,98
LVA,2023-05-01,129,60,69
LVA,2023-06-01,73,44,29
LVA,2023-07-01,126,76,50
LVA,2023-08-01,139,78,61
LVA,2023-09-01,198,117,81
LVA,2023-10-01,218,105,113
LVA,2023-11-01,312,131,181
MAC,2020-01-01,0,0,0
MAC,2020-02-01,0,0,0
MAC,2020-03-01,0,0,0
MAC,2020-04-01,0,0,0
MAC,2020-05-01,0,0,0
MAC,2020-06-01,0,0,0
MAC,2020-07-01,0,0,0
MAC,2020-08-01,0,0,0
MAC,2020-09-01,0,0,0
MAC,2020-10-01,0,0,0
MAC,2020-11-01,0,0,0
MAC,2020-12-01,0,0,0
MAC,2021-01-01,0,0,0
MAC,2021-02-01,0,0,0
MAC,2021-03-01,0,0,0
MAC,2021-04-01,0,0,0
MAC,2021-05-01,0,0,0
MAC,2021-06-01,0,0,0
MAC,2021-07-01,0,0,0
MAC,2021-08-01,0,0,0
MAC,2021-09-01,0,0,0
MAC,2021-10-01,0,0,0
MAC,2021-11-01,0,0,0
MAC,2021-12-01,0,0,0
MAC,2022-01-01,0,0,0
MAC,2022-02-01,0,0,0
MAC,2022-03-01,0,0,0
MAC,2022-04-01,0,0,0
MAC,2022-05-01,1,0,1
MAC,2022-06-01,0,0,0
MAC,2022-07-01,0,0,0
MAC,2022-08-01,0,0,0
MAC,2022-09-01,0,0,0
MAC,2022-10-01,4,0,4
MAC,2022-11-01,2,1,1
MAC,2022-12-01,9,4,5
MAC,2023-01-01,2,1,1
MAC,2023-02-01,3,0,3
MAC,2023-03-01,3,1,2
MAC,2023-04-01,8,5,3
MAC,2023-05-01,8,3,5
MAC,2023-06-01,4,2,2
MAC,2023-07-01,4,3,1
MAC,2023-08-01,12,7,5
MAC,2023-09-01,13,8,5
MAC,2023-10-01,1,1,0
MAC,2023-11-01,0,0,0
MAR,2020-01-01,953,511,442
MAR,2020-02-01,971,532,439
MAR,2020-03-01,376,215,161
MAR,2020-04-01,1,0,1
MAR,2020-05-01,0,0,0
MAR,2020-06-01,5,0,5
MAR,2020-07-01,5,3,2
MAR,2020-08-01,0,0,0
MAR,2020-09-01,5,1,4
MAR,2020-10-01,10,7,3
MAR,2020-11-01,7,3,4
MAR,2020-12-01,4,2,2
MAR,2021-01-01,8,4,4
MAR,2021-02-01,3,1,2
MAR,2021-03-01,11,5,6
MAR,2021-04-01,12,6,6
MAR,2021-05-01,7,5,2
MAR,2021-06-01,6,3,3
MAR,2021-07-01,0,0,0
MAR,2021-08-01,10,5,5
MAR,2021-09-01,16,8,8
MAR,2021-10-01,8,2,6
MAR,2021-11-01,18,9,9
MAR,2021-12-01,22,6,16
MAR,2022-01-01,30,13,17
MAR,2022-02-01,32,7,25
MAR,2022-03-01,37,16,21
MAR,2022-04-01,136,63,73
MAR,2022-05-01,399,180,219
MAR,2022-06-01,349,177,172
MAR,2022-07-01,460,253,207
MAR,2022-08-01,944,451,493
MAR,2022-09-01,714,371,343
MAR,2022-10-01,992,527,465
MAR,2022-11-01,578,340,238
MAR,2022-12-01,482,268,214
MAR,2023-01-01,539,346,193
MAR,2023-02-01,738,425,313
MAR,2023-03-01,632,378,254
MAR,2023-04-01,542,307,235
MAR,2023-05-01,904,487,417
MAR,2023-06-01,652,330,322
MAR,2023-07-01,1297,658,639
MAR,2023-08-01,2895,1279,1616
MAR,2023-09-01,1839,856,983
MAR,2023-10-01,1465,760,705
MAR,2023-11-01,942,527,415
MCO,2020-01-01,3,1,2
MCO,2020-02-01,6,2,4
MCO,2020-03-01,2,1,1
MCO,2020-04-01,0,0,0
MCO,2020-05-01,0,0,0
MCO,2020-06-01,0,0,0
MCO,2020-07-01,0,0,0
MCO,2020-08-01,0,0,0
MCO,2020-09-01,0,0,0
MCO,2020-10-01,0,0,0
MCO,2020-11-01,0,0,0
MCO,2020-12-01,0,0,0
MCO,2021-01-01,0,0,0
MCO,2021-02-01,0,0,0
MCO,2021-03-01,0,0,0
MCO,2021-04-01,0,0,0
MCO,2021-05-01,0,0,0
MCO,2021-06-01,0,0,0
MCO,2021-07-01,0,0,0
MCO,2021-08-01,3,0,3
MCO,2021-09-01,0,0,0
MCO,2021-10-01,0,0,0
MCO,2021-11-01,0,0,0
MCO,2021-12-01,0,0,0
MCO,2022-01-01,0,0,0
MCO,2022-02-01,2,1,1
MCO,2022-03-01,0,0,0
MCO,2022-04-01,0,0,0
MCO,2022-05-01,6,2,4
MCO,2022-06-01,4,3,1
MCO,2022-07-01,3,0,3
MCO,2022-08-01,0,0,0
MCO,2022-09-01,0,0,0
MCO,2022-10-01,2,1,1
MCO,2022-11-01,4,1,3
MCO,2022-12-01,1,1,0
MCO,2023-01-01,0,0,0
MCO,2023-02-01,8,5,3
MCO,2023-03-01,1,1,0
MCO,2023-04-01,3,1,2
MCO,2023-05-01,1,0,1
MCO,2023-06-01,1,0,1
MCO,2023-07-01,3,0,3
MCO,2023-08-01,4,2,2
MCO,2023-09-01,2,1,1
MCO,2023-10-01,1,1,0
MCO,2023-11-01,7,7,0
MDA,2020-01-01,59,24,35
MDA,2020-02-01,47,23,24
MDA,2020-03-01,31,14,17
MDA,2020-04-01,0,0,0
MDA,2020-05-01,0,0,0
MDA,2020-06-01,0,0,0
MDA,2020-07-01,2,2,0
MDA,2020-08-01,0,0,0
MDA,2020-09-01,1,0,1
MDA,2020-10-01,0,0,0
MDA,2020-11-01,0,0,0
MDA,2020-12-01,0,0,0
MDA,2021-01-01,0,0,0
MDA,2021-02-01,1,1,0
MDA,2021-03-01,0,0,0
MDA,2021-04-01,1,0,1
MDA,2021-05-01,0,0,0
MDA,2021-06-01,0,0,0
MDA,2021-07-01,0,0,0
MDA,2021-08-01,0,0,0
MDA,2021-09-01,1,1,0
MDA,2021-10-01,0,0,0
MDA,2021-11-01,0,0,0
MDA,2021-12-01,0,0,0
MDA,2022-01-01,0,0,0
MDA,2022-02-01,1,0,1
MDA,2022-03-01,0,0,0
MDA,2022-04-01,12,3,9
MDA,2022-05-01,12,5,7
MDA,2022-06-01,9,4,5
MDA,2022-07-01,8,4,4
MDA,2022-08-01,24,12,12
MDA,2022-09-01,39,18,21
MDA,2022-10-01,17,14,3
MDA,2022-11-01,46,25,21
MDA,2022-12-01,24,14,10
MDA,2023-01-01,28,14,14
MDA,2023-02-01,48,23,25
MDA,2023-03-01,37,22,15
MDA,2023-04-01,24,13,11
MDA,2023-05-01,43,25,18
MDA,2023-06-01,33,17,16
MDA,2023-07-01,33,21,12
MDA,2023-08-01,44,26,18
MDA,2023-09-01,37,21,16
MDA,2023-10-01,45,25,20
MDA,2023-11-01,34,21,13
MDG,2020-01-01,76,42,34
MDG,2020-02-01,38,19,19
MDG,2020-03-01,28,14,14
MDG,2020-04-01,0,0,0
MDG,2020-05-01,0,0,0
MDG,2020-06-01,0,0,0
MDG,2020-07-01,3,1,2
MDG,2020-08-01,0,0,0
MDG,2020-09-01,0,0,0
MDG,2020-10-01,0,0,0
MDG,2020-11-01,0,0,0
MDG,2020-12-01,0,0,0
MDG,2021-01-01,0,0,0
MDG,2021-02-01,0,0,0
MDG,2021-03-01,0,0,0
MDG,2021-04-01,1,1,0
MDG,2021-05-01,0,0,0
MDG,2021-06-01,0,0,0
MDG,2021-07-01,0,0,0
MDG,2021-08-01,1,1,0
MDG,2021-09-01,0,0,0
MDG,2021-10-01,0,0,0
MDG,2021-11-01,1,0,1
MDG,2021-12-01,0,0,0
MDG,2022-01-01,2,0,2
MDG,2022-02-01,0,0,0
MDG,2022-03-01,1,1,0
MDG,2022-04-01,3,1,2
MDG,2022-05-01,6,3,3
MDG,2022-06-01,15,7,8
MDG,2022-07-01,13,7,6
MDG,2022-08-01,17,7,10
MDG,2022-09-01,16,5,11
